Date,GE-RTX,GE-BA,GE-LMT,GE-TDG,GE-GD,GE-HWM,GE-NOC,GE-AXON,GE-LHX,RTX-BA,RTX-LMT,RTX-TDG,RTX-GD,RTX-HWM,RTX-NOC,RTX-AXON,RTX-LHX,BA-LMT,BA-TDG,BA-GD,BA-HWM,BA-NOC,BA-AXON,BA-LHX,LMT-TDG,LMT-GD,LMT-HWM,LMT-NOC,LMT-AXON,LMT-LHX,TDG-GD,TDG-HWM,TDG-NOC,TDG-AXON,TDG-LHX,GD-HWM,GD-NOC,GD-AXON,GD-LHX,HWM-NOC,HWM-AXON,HWM-LHX,NOC-AXON,NOC-LHX,AXON-LHX
2024-09-27,65.92052459716797,28.1453857421875,-386.0938720703125,-1144.2713012695312,-109.49981689453125,85.46650695800781,-335.27947998046875,-210.87460327148438,-46.997894287109375,-37.77513885498047,-452.01439666748047,-1210.1918258666992,-175.42034149169922,19.545982360839844,-401.2000045776367,-276.79512786865234,-112.91841888427734,-414.2392578125,-1172.4166870117188,-137.64520263671875,57.32112121582031,-363.42486572265625,-239.01998901367188,-75.14328002929688,-758.1774291992188,276.59405517578125,471.5603790283203,50.81439208984375,175.21926879882812,339.0959777832031,1034.771484375,1229.737808227539,808.9918212890625,933.3966979980469,1097.2734069824219,194.96632385253906,-225.7796630859375,-101.37478637695312,62.501922607421875,-420.74598693847656,-296.3411102294922,-132.4644012451172,124.40487670898438,288.2815856933594,163.876708984375
2024-09-30,68.34652709960938,35.60960388183594,-385.065185546875,-1164.0554809570312,-108.34304809570312,87.61293029785156,-333.35821533203125,-211.95040893554688,-46.65046691894531,-32.73692321777344,-453.4117126464844,-1232.4020080566406,-176.6895751953125,19.266403198242188,-401.7047424316406,-280.29693603515625,-114.99699401855469,-420.67478942871094,-1199.6650848388672,-143.95265197753906,52.003326416015625,-368.9678192138672,-247.5600128173828,-82.26007080078125,-778.9902954101562,276.7221374511719,472.67811584472656,51.70697021484375,173.11477661132812,338.4147186279297,1055.7124328613281,1251.6684112548828,830.697265625,952.1050720214844,1117.405014038086,195.9559783935547,-225.01516723632812,-103.60736083984375,61.69258117675781,-420.9711456298828,-299.56333923339844,-134.26339721679688,121.40780639648438,286.70774841308594,165.29994201660156
2024-10-01,62.89727783203125,31.160842895507812,-408.2022247314453,-1174.687515258789,-113.67753601074219,84.67559814453125,-351.2255401611328,-213.8391571044922,-56.22784423828125,-31.736434936523438,-471.09950256347656,-1237.5847930908203,-176.57481384277344,21.7783203125,-414.12281799316406,-276.73643493652344,-119.1251220703125,-439.3630676269531,-1205.8483581542969,-144.83837890625,53.51475524902344,-382.3863830566406,-245.0,-87.38868713378906,-766.4852905273438,294.5246887207031,492.87782287597656,56.9766845703125,194.36306762695312,351.97438049316406,1061.0099792480469,1259.3631134033203,823.4619750976562,960.8483581542969,1118.4596710205078,198.35313415527344,-237.54800415039062,-100.16162109375,57.44969177246094,-435.90113830566406,-298.51475524902344,-140.9034423828125,137.38638305664062,294.99769592285156,157.61131286621094
2024-10-02,63.38123321533203,32.630157470703125,-405.45689392089844,-1180.770980834961,-112.15721130371094,84.44569396972656,-346.14317321777344,-218.98985290527344,-55.46800231933594,-30.751075744628906,-468.83812713623047,-1244.152214050293,-175.53844451904297,21.06446075439453,-409.52440643310547,-282.37108612060547,-118.84923553466797,-438.08705139160156,-1213.401138305664,-144.78736877441406,51.81553649902344,-378.77333068847656,-251.62001037597656,-88.09815979003906,-775.3140869140625,293.2996826171875,489.902587890625,59.313720703125,186.467041015625,349.9888916015625,1068.61376953125,1265.2166748046875,834.6278076171875,961.7811279296875,1125.302978515625,196.6029052734375,-233.9859619140625,-106.8326416015625,56.689208984375,-430.5888671875,-303.435546875,-139.9136962890625,127.1533203125,290.6751708984375,163.5218505859375
2024-10-03,61.2081298828125,32.46272277832031,-410.5611572265625,-1161.1072387695312,-110.47314453125,82.44711303710938,-347.4078369140625,-232.0672607421875,-56.47869873046875,-28.745407104492188,-471.769287109375,-1222.3153686523438,-171.6812744140625,21.238983154296875,-408.615966796875,-293.275390625,-117.68682861328125,-443.0238800048828,-1193.5699615478516,-142.9358673095703,49.98439025878906,-379.8705596923828,-264.5299835205078,-88.94142150878906,-750.5460815429688,300.0880126953125,493.0082702636719,63.1533203125,178.493896484375,354.08245849609375,1050.6340942382812,1243.5543518066406,813.6994018554688,929.0399780273438,1104.6285400390625,192.92025756835938,-236.9346923828125,-121.5941162109375,53.99444580078125,-429.8549499511719,-314.5143737792969,-138.92581176757812,115.340576171875,290.92913818359375,175.58856201171875
2024-10-04,63.161399841308594,31.156997680664062,-406.7108612060547,-1169.302963256836,-108.32731628417969,84.34410858154297,-343.4048309326172,-235.6429901123047,-53.84617614746094,-32.00440216064453,-469.8722610473633,-1232.4643630981445,-171.48871612548828,21.182708740234375,-406.5662307739258,-298.8043899536133,-117.00757598876953,-437.86785888671875,-1200.4599609375,-139.48431396484375,53.187110900878906,-374.56182861328125,-266.79998779296875,-85.003173828125,-762.5921020507812,298.383544921875,491.05496978759766,63.3060302734375,171.06787109375,352.86468505859375,1060.9756469726562,1253.647071838379,825.8981323242188,933.6599731445312,1115.456787109375,192.67142486572266,-235.0775146484375,-127.315673828125,54.48114013671875,-427.74893951416016,-319.98709869384766,-138.1902847290039,107.7618408203125,289.55865478515625,181.79681396484375
2024-10-07,61.90906524658203,29.13250732421875,-408.2270812988281,-1171.5075378417969,-106.14102172851562,82.43132019042969,-341.7863464355469,-235.7874755859375,-53.08917236328125,-32.77655792236328,-470.13614654541016,-1233.416603088379,-168.05008697509766,20.522254943847656,-403.6954116821289,-297.69654083251953,-114.99823760986328,-437.3595886230469,-1200.6400451660156,-135.27352905273438,53.29881286621094,-370.9188537597656,-264.91998291015625,-82.2216796875,-763.2804565429688,302.0860595703125,490.6584014892578,66.44073486328125,172.43960571289062,355.1379089355469,1065.3665161132812,1253.9388580322266,829.72119140625,935.7200622558594,1118.4183654785156,188.5723419189453,-235.64532470703125,-129.64645385742188,53.051849365234375,-424.21766662597656,-318.2187957763672,-135.52049255371094,105.99887084960938,288.6971740722656,182.69830322265625
2024-10-08,64.9378662109375,31.89508056640625,-409.1836242675781,-1189.0749206542969,-104.2564697265625,83.77423858642578,-338.9814758300781,-240.44491577148438,-51.11381530761719,-33.04278564453125,-474.1214904785156,-1254.0127868652344,-169.1943359375,18.83637237548828,-403.9193420410156,-305.3827819824219,-116.05168151855469,-441.0787048339844,-1220.9700012207031,-136.15155029296875,51.87915802001953,-370.8765563964844,-272.3399963378906,-83.00889587402344,-779.8912963867188,304.9271545410156,492.9578628540039,70.2021484375,168.73870849609375,358.06980895996094,1084.8184509277344,1272.8491592407227,850.0934448242188,948.6300048828125,1137.9611053466797,188.03070831298828,-234.72500610351562,-136.18844604492188,53.14265441894531,-422.7557144165039,-324.21915435791016,-134.88805389404297,98.53656005859375,287.86766052246094,189.3311004638672
2024-10-09,66.29584503173828,38.97615051269531,-404.5021209716797,-1198.6138153076172,-104.20863342285156,84.8668212890625,-336.76597595214844,-243.7938690185547,-50.2386474609375,-27.31969451904297,-470.79796600341797,-1264.9096603393555,-170.50447845458984,18.57097625732422,-403.0618209838867,-310.08971405029297,-116.53449249267578,-443.478271484375,-1237.5899658203125,-143.18478393554688,45.89067077636719,-375.74212646484375,-282.77001953125,-89.21479797363281,-794.1116943359375,300.2934875488281,489.3689422607422,67.73614501953125,160.708251953125,354.2634735107422,1094.4051818847656,1283.4806365966797,861.8478393554688,954.8199462890625,1148.3751678466797,189.07545471191406,-232.55734252929688,-139.58523559570312,53.96998596191406,-421.63279724121094,-328.6606903076172,-135.10546875,92.97210693359375,286.52732849121094,193.5552215576172
2024-10-10,66.13607025146484,40.571868896484375,-398.1908264160156,-1181.7881164550781,-102.77713012695312,85.30912780761719,-332.8490295410156,-241.56814575195312,-51.52098083496094,-25.56420135498047,-464.32689666748047,-1247.924186706543,-168.91320037841797,19.173057556152344,-398.98509979248047,-307.70421600341797,-117.65705108642578,-438.7626953125,-1222.3599853515625,-143.3489990234375,44.73725891113281,-373.4208984375,-282.1400146484375,-92.09284973144531,-783.5972900390625,295.4136962890625,483.4999542236328,65.341796875,156.6226806640625,346.6698455810547,1079.010986328125,1267.0972442626953,848.9390869140625,940.219970703125,1130.2671356201172,188.0862579345703,-230.0718994140625,-138.791015625,51.25614929199219,-418.1581573486328,-326.8772735595703,-136.83010864257812,91.2808837890625,281.3280487060547,190.0471649169922
2024-10-11,68.1862564086914,39.196868896484375,-401.71043395996094,-1220.2031707763672,-104.48603820800781,86.6177978515625,-331.41246032714844,-244.7631378173828,-52.13056945800781,-28.98938751220703,-469.89669036865234,-1288.3894271850586,-172.67229461669922,18.431541442871094,-399.59871673583984,-312.9493942260742,-120.31682586669922,-440.9073028564453,-1259.4000396728516,-143.6829071044922,47.420928955078125,-370.6093292236328,-283.9600067138672,-91.32743835449219,-818.4927368164062,297.2243957519531,488.32823181152344,70.2979736328125,156.94729614257812,349.5798645019531,1115.7171325683594,1306.8209686279297,888.7907104492188,975.4400329589844,1168.0726013183594,191.1038360595703,-226.92642211914062,-140.277099609375,52.35546875,-418.03025817871094,-331.3809356689453,-138.7483673095703,86.64932250976562,279.2818908691406,192.632568359375
2024-10-14,68.94989776611328,42.68962097167969,-406.81201171875,-1219.9503784179688,-105.40496826171875,89.24805450439453,-335.24786376953125,-246.30038452148438,-52.824951171875,-26.260276794433594,-475.7619094848633,-1288.900276184082,-174.35486602783203,20.29815673828125,-404.19776153564453,-315.25028228759766,-121.77484893798828,-449.5016326904297,-1262.6399993896484,-148.09458923339844,46.558433532714844,-377.93748474121094,-288.99000549316406,-95.51457214355469,-813.1383666992188,301.40704345703125,496.06006622314453,71.56414794921875,160.51162719726562,353.987060546875,1114.54541015625,1309.1984329223633,884.7025146484375,973.6499938964844,1167.1254272460938,194.65302276611328,-229.8428955078125,-140.89541625976562,52.58001708984375,-424.4959182739258,-335.5484390258789,-142.07300567626953,88.94747924804688,282.42291259765625,193.47543334960938
2024-10-15,66.51604461669922,37.27978515625,-403.1107482910156,-1200.8902282714844,-105.8309326171875,85.94090270996094,-330.2531433105469,-244.49020385742188,-51.98876953125,-29.23625946044922,-469.62679290771484,-1267.4062728881836,-172.34697723388672,19.42485809326172,-396.7691879272461,-311.0062484741211,-118.50481414794922,-440.3905334472656,-1238.1700134277344,-143.1107177734375,48.66111755371094,-367.5329284667969,-281.7699890136719,-89.2685546875,-797.7794799804688,297.2798156738281,489.05165100097656,72.85760498046875,158.62054443359375,351.1219787597656,1095.0592956542969,1286.8311309814453,870.6370849609375,956.4000244140625,1148.9014587402344,191.77183532714844,-224.42221069335938,-138.65927124023438,53.8421630859375,-416.1940460205078,-330.4311065673828,-137.92967224121094,85.762939453125,278.2643737792969,192.50143432617188
